hotstuff,null,0,10,1,0,2462.4,4033.325
hotstuff,null,0,20,1,0,4846,4100.344
hotstuff,null,0,30,1,0,7031.5,4234.971
hotstuff,null,0,40,1,0,8785.7,4518.925
hotstuff,null,0,50,1,0,10767.2,4603.289
hotstuff,null,0,60,1,0,12592.5,4716.807
hotstuff,null,0,70,1,0,14761.9,4690.921
hotstuff,null,0,80,1,0,16495.9,4793.344
hotstuff,null,0,90,1,0,18031.9,4933.399
hotstuff,null,0,100,1,0,20086.2,4918.527
hotstuff,null,0,110,1,0,21786,4988.343
hotstuff,null,0,120,1,0,23936.6,4950.206
hotstuff,null,0,130,1,0,24985,5141.349
hotstuff,null,0,140,1,0,27713.6,4988.345
hotstuff,null,0,150,1,0,28990.5,5108.164
hotstuff,null,0,160,1,0,30720.6,5140.464
hotstuff,null,0,170,1,0,33001.8,5085.946
hotstuff,null,0,180,1,0,34249.5,5191.77
hotstuff,null,0,190,1,0,35590.2,5270.5
hotstuff,null,0,200,1,0,37753.4,5229.064
hotstuff,null,0,210,1,0,39573.6,5241.429
hotstuff,null,0,220,1,0,40736.9,5335.37
hotstuff,null,0,230,1,0,42003.9,5407.573
hotstuff,null,0,240,1,0,43751.5,5416.871
hotstuff,null,0,250,1,0,45064.3,5478.281
hotstuff,null,0,260,1,0,47963.6,5352.005
hotstuff,null,0,270,1,0,48268.4,5521.775
hotstuff,null,0,280,1,0,51640.5,5358.125
hotstuff,null,0,290,1,0,52675.2,5435.226
hotstuff,null,0,300,1,0,53154.3,5571.546
minbft,null,0,1,1,0,6265.1,152.515
minbft,null,0,5,1,0,17851.1,272.469
minbft,null,0,10,1,0,29949,325.517
minbft,null,0,20,1,0,52029.4,375.267
minbft,null,0,30,1,0,72985.3,402.401
minbft,null,0,40,1,0,91009.6,430.871
minbft,null,0,50,1,0,105502.2,465.178
minbft,null,0,60,1,0,117901.1,499.952
minbft,null,0,70,1,0,127699.6,538.802
minbft,null,0,80,1,0,135263.3,581.549
minbft,null,0,90,1,0,143393.7,617.77
minbft,null,0,100,1,0,149247.2,659.658
minbft,null,0,110,1,0,154112.8,702.958
minbft,null,0,120,1,0,159252.6,742.479
minbft,null,0,130,1,0,162607.1,788.444
minbft,null,0,140,1,0,170053,811.762
minbft,null,0,150,1,0,174676.8,846.826
minbft,null,0,160,1,0,179716.5,878.109
minbft,null,0,170,1,0,184566.5,908.598
minbft,null,0,180,1,0,185214.4,959.239
minbft,null,0,190,1,0,193217.1,970.52
minbft,null,0,200,1,0,195855.7,1008.202
minbft,null,0,210,1,0,198270.5,1045.661
minbft,null,0,220,1,0,199976,1086.402
minbft,null,0,230,1,0,198953.9,1142.37
minbft,null,0,240,1,0,202267.7,1172.402
minbft,null,0,250,1,0,200782.4,1230.426
minbft,null,0,260,1,0,202923.3,1266.399
minbft,null,0,270,1,0,204281.9,1306.268
minbft,null,0,280,1,0,206071.8,1343.036
minbft,null,0,290,1,0,210113.1,1363.707
minbft,null,0,300,1,0,212448.1,1394.878
minbft,null,0,300,1,0,212403,1395.013
minbft,null,0,350,1,0,218655.9,1580.762
minbft,null,0,400,1,0,224218,1761.285
minbft,null,0,450,1,0,228274.8,1946.221
minbft,null,0,500,1,0,230573.4,2142.714
minbft,null,0,500,1,0,230967.9,2138.014
minbft,null,0,600,1,0,233179.6,2547.143
minbft,null,0,700,1,0,233660.7,2965.584
minbft,null,0,800,1,0,234903.6,3371.787
minbft,null,0,900,1,0,233858.7,3811.773
minbft,null,0,1000,1,0,233993.7,4233.086
minbft,null,0,1100,1,0,233936.8,4656.077
minbft,null,0,1200,1,0,232423.3,5113.061
minbft,null,0,1300,1,0,233494.5,5515.58
minbft,null,0,1400,1,0,233864.9,5917.309
minbft,null,0,1500,1,0,234499.9,6320.431
unreplicated,ycsb,0,1000,1,0,144785.7,6898.622
neo-pk,ycsb,0,1000,1,0,165651,6007.24
neo-bn,ycsb,0,1000,1,0,110983.3,8977.501
pbft,ycsb,0,1000,1,0,65428.7,15245.947
hotstuff,ycsb,0,1000,1,0,58524.5,17002.073
minbft,ycsb,0,1000,1,0,105791.5,9372.294
zyzzyva,ycsb,0,50,1,0,5449.2,9168.006
zyzzyva-f,ycsb,0,30,1,0,8760.2,3414.655
neo-pk,null,0.00001,1000,1,0,300900.1,3303.55
neo-pk,null,0.00005,1000,1,0,290336.6,3424.485
neo-pk,null,0.0001,1000,1,0,286790.9,3468.726
neo-pk,null,0.0005,1000,1,0,248659.7,4003.986
neo-pk,null,0.001,1000,1,0,226949.5,4386.769
hotstuff,null,0,350,1,0,61216.6,5651.395
hotstuff,null,0,400,1,0,67627.5,5840.757
hotstuff,null,0,450,1,0,75699.5,5868.747
hotstuff,null,0,500,1,0,83812.5,5894.838
hotstuff,null,0,600,1,0,83422.8,7116.538
hotstuff,null,0,700,1,0,84369.5,8220.928
hotstuff,null,0,800,1,0,82481.1,9614.045
hotstuff,null,0,900,1,0,82952.8,10764.776
hotstuff,null,0,1000,1,0,83135.3,11943.986
