unreplicated,null,0,1,1,0,21567.9,39.192
unreplicated,null,0,5,1,0,83192.2,52.89
unreplicated,null,0,10,1,0,166425.5,51.983
unreplicated,null,0,20,1,0,255250.5,70.423
unreplicated,null,0,30,1,0,273902.8,101.644
unreplicated,null,0,40,1,0,281883.3,133.938
unreplicated,null,0,50,1,0,288304.5,165.437
unreplicated,null,0,60,1,0,294218.5,195.957
unreplicated,null,0,70,1,0,288814.7,234.426
unreplicated,null,0,80,1,0,301067.3,257.768
unreplicated,null,0,90,1,0,290934.8,301.358
unreplicated,null,0,100,1,0,298701.9,326.764
unreplicated,null,0,100,1,0,295075.8,330.972
unreplicated,null,0,150,1,0,299820.7,492.347
unreplicated,null,0,200,1,0,300246,658.064
unreplicated,null,0,250,1,0,301445.9,821.377
unreplicated,null,0,300,1,0,292156.7,1018.705
unreplicated,null,0,350,1,0,296937.5,1170.772
unreplicated,null,0,400,1,0,296301.7,1341.987
unreplicated,null,0,450,1,0,296054.6,1511.903
unreplicated,null,0,500,1,0,291598.9,1706.527
unreplicated,null,0,500,1,0,293132.6,1697.725
unreplicated,null,0,600,1,0,279084.2,2141.169
unreplicated,null,0,700,1,0,280861.1,2483.618
unreplicated,null,0,800,1,0,281544.6,2833.322
unreplicated,null,0,900,1,0,281114.9,3193.022
unreplicated,null,0,1000,1,0,281029.2,3550.058
neo-pk,null,0,1,1,0,6512.6,146.139
neo-pk,null,0,5,1,0,20337.7,238.585
neo-pk,null,0,10,1,0,33117.5,294.12
neo-pk,null,0,20,1,0,57077.7,342.293
neo-pk,null,0,30,1,0,78246.2,374.863
neo-pk,null,0,40,1,0,96911.1,404.334
neo-pk,null,0,50,1,0,114596.9,427.837
neo-pk,null,0,60,1,0,130000.6,452.882
neo-pk,null,0,70,1,0,142721.5,481.682
neo-pk,null,0,80,1,0,153648.2,511.692
neo-pk,null,0,90,1,0,163672.2,540.881
neo-pk,null,0,100,1,0,171457.4,574.176
neo-pk,null,0,110,1,0,180541.1,600.033
neo-pk,null,0,120,1,0,188249.5,628.093
neo-pk,null,0,130,1,0,194607.8,658.101
neo-pk,null,0,140,1,0,199830.4,690.772
neo-pk,null,0,150,1,0,208037.9,710.997
neo-pk,null,0,160,1,0,214732,734.94
neo-pk,null,0,170,1,0,220742.1,759.863
neo-pk,null,0,180,1,0,225031.1,789.534
neo-pk,null,0,190,1,0,231039.4,812.018
neo-pk,null,0,200,1,0,232073.5,843.125
neo-pk,null,0,250,1,0,261602.3,943.769
neo-pk,null,0,300,1,0,272734.5,1087.273
neo-pk,null,0,350,1,0,278591.9,1243.171
neo-pk,null,0,400,1,0,282029.3,1404.644
neo-pk,null,0,450,1,0,291498.1,1528.305
neo-pk,null,0,500,1,0,297623.7,1664.988
neo-pk,null,0,500,1,0,298695.6,1658.29
neo-pk,null,0,600,1,0,302673.2,1963.823
neo-pk,null,0,700,1,0,303658.3,2286.837
neo-pk,null,0,800,1,0,304231.8,2608.921
neo-pk,null,0,900,1,0,301789.5,2962.458
neo-pk,null,0,1000,1,0,303528,3274.809
neo-bn,null,0,1,1,0,1995.2,483.254
neo-bn,null,0,5,1,0,4524.3,1096.005
neo-bn,null,0,10,1,0,8773.5,1129.802
neo-bn,null,0,20,1,0,16763.8,1183.488
neo-bn,null,0,30,1,0,24239.9,1227.699
neo-bn,null,0,40,1,0,31177.3,1272.826
neo-bn,null,0,50,1,0,37327.7,1328.471
neo-bn,null,0,60,1,0,43644.5,1363.594
neo-bn,null,0,70,1,0,49647,1398.817
neo-bn,null,0,80,1,0,54867,1446.543
neo-bn,null,0,90,1,0,60550.3,1475.11
neo-bn,null,0,100,1,0,65793.2,1508.872
neo-bn,null,0,110,1,0,71297.1,1531.656
neo-bn,null,0,120,1,0,76112.4,1564.909
neo-bn,null,0,130,1,0,81521.2,1583.844
neo-bn,null,0,140,1,0,85948.1,1618.088
neo-bn,null,0,150,1,0,90462.7,1646.864
neo-bn,null,0,160,1,0,94661.3,1678.688
neo-bn,null,0,170,1,0,99120.3,1704.305
neo-bn,null,0,180,1,0,103197.2,1733.461
neo-bn,null,0,190,1,0,107327.2,1759.27
neo-bn,null,0,200,1,0,110647.5,1796.643
neo-bn,null,0,210,1,0,114652.1,1820.565
neo-bn,null,0,220,1,0,119026.4,1837.668
neo-bn,null,0,230,1,0,120943.8,1889.893
neo-bn,null,0,240,1,0,125556.9,1900.903
neo-bn,null,0,250,1,0,128339.5,1937.18
neo-bn,null,0,260,1,0,132256.9,1955.651
neo-bn,null,0,270,1,0,134844.1,1992.096
neo-bn,null,0,280,1,0,137158.6,2030.696
neo-bn,null,0,290,1,0,139008.8,2074.913
neo-bn,null,0,300,1,0,143809.2,2075.859
neo-bn,null,0,300,1,0,137204.4,2169.613
neo-bn,null,0,350,1,0,155914.5,2234.404
neo-bn,null,0,400,1,0,166049.6,2397.938
neo-bn,null,0,450,1,0,175755.8,2548.619
neo-bn,null,0,500,1,0,182223.2,2730.806
neo-bn,null,0,500,1,0,182952.5,2719.948
neo-bn,null,0,600,1,0,194961.6,3060.494
neo-bn,null,0,700,1,0,203891.2,3417.084
neo-bn,null,0,800,1,0,211984.8,3745.104
neo-bn,null,0,900,1,0,220023.4,4072.866
neo-bn,null,0,1000,1,0,227288.7,4380.846
neo-bn,null,0,1100,1,0,234707,4668.752
neo-bn,null,0,1200,1,0,240235.8,4975.761
neo-bn,null,0,1300,1,0,240386.3,5386.051
neo-bn,null,0,1400,1,0,248711.1,5609.027
neo-bn,null,0,1500,1,0,248627.4,6005.864
pbft,null,0,1,1,0,1203.4,814.734
pbft,null,0,5,1,0,3760.1,1313.859
pbft,null,0,10,1,0,6270.6,1578.557
pbft,null,0,20,1,0,11871.6,1666.391
pbft,null,0,30,1,0,15420.9,1924.762
pbft,null,0,40,1,0,18742.8,2112.331
pbft,null,0,50,1,0,22727.6,2176.671
pbft,null,0,60,1,0,26695.5,2223.66
pbft,null,0,70,1,0,30374.5,2280.318
pbft,null,0,80,1,0,34046.4,2323.639
pbft,null,0,90,1,0,37534.8,2371.549
pbft,null,0,100,1,0,40922,2415.359
pbft,null,0,110,1,0,44391.2,2448.189
pbft,null,0,120,1,0,47643.9,2487.706
pbft,null,0,130,1,0,50829.2,2526.199
pbft,null,0,140,1,0,53818.3,2569.203
pbft,null,0,150,1,0,56843.6,2605.954
pbft,null,0,160,1,0,59809.1,2642
pbft,null,0,170,1,0,62807.2,2673.962
pbft,null,0,180,1,0,65791.5,2701.282
pbft,null,0,190,1,0,68793.2,2725.566
pbft,null,0,200,1,0,71119.4,2775.787
pbft,null,0,210,1,0,73681,2813.294
pbft,null,0,220,1,0,76275.9,2845.583
pbft,null,0,230,1,0,78550.2,2889.29
pbft,null,0,240,1,0,80823.4,2929.58
pbft,null,0,250,1,0,82597.8,2986.763
pbft,null,0,260,1,0,84848.9,3024.711
pbft,null,0,270,1,0,87201.3,3056.766
pbft,null,0,280,1,0,89253,3098.435
pbft,null,0,290,1,0,91585,3126.889
pbft,null,0,300,1,0,93472.8,3169.351
pbft,null,0,300,1,0,93413.9,3171.812
pbft,null,0,350,1,0,103288.2,3348.279
pbft,null,0,400,1,0,111957.8,3533.54
pbft,null,0,450,1,0,111999.8,3972.491
pbft,null,0,500,1,0,111873.2,4429.079
zyzzyva,null,0,1,1,0,2790.1,348.93
zyzzyva,null,0,5,1,0,6156.1,804.482
zyzzyva,null,0,10,1,0,6165.2,1614.187
zyzzyva,null,0,20,1,0,6176.9,3230.19
zyzzyva,null,0,30,1,0,6208.2,4824.582
zyzzyva,null,0,40,1,0,6211.7,6431.725
zyzzyva,null,0,50,1,0,6227.3,8021.428
zyzzyva,null,0,60,1,0,6225.6,9629.87
zyzzyva,null,0,70,1,0,6193.3,11296.522
zyzzyva,null,0,80,1,0,6199.1,12897.49
zyzzyva,null,0,90,1,0,6200.7,14506.509
zyzzyva,null,0,100,1,0,6198.8,16124.167
zyzzyva-f,null,0,1,1,0,1052.4,930.985
zyzzyva-f,null,0,5,1,0,4260.9,1164.512
zyzzyva-f,null,0,10,1,0,6036.3,1647.159
zyzzyva-f,null,0,20,1,0,10732.4,1853.026
zyzzyva-f,null,0,30,1,0,14293.3,2087.775
zyzzyva-f,null,0,40,1,0,16843.6,2365.408
zyzzyva-f,null,0,50,1,0,19153.6,2601.297
zyzzyva-f,null,0,60,1,0,20805.5,2874.825
zyzzyva-f,null,0,70,1,0,20621.3,3385.801
zyzzyva-f,null,0,80,1,0,20401.5,3912.592
zyzzyva-f,null,0,90,1,0,20970.1,4283.541
zyzzyva-f,null,0,100,1,0,21489.6,4644.856
hotstuff,null,0,1,1,0,245.3,4058.24
hotstuff,null,0,5,1,0,1225.2,4060.719
