neo-hm,null,0,1,1,0,17437.6,50.341
neo-hm,null,0,5,1,0,53229.6,86.55
neo-hm,null,0,10,1,0,127736.1,69.832
neo-hm,null,0,20,1,0,227695,78.675
neo-hm,null,0,30,1,0,259257.4,106.455
neo-hm,null,0,40,1,0,269632.1,138.822
neo-hm,null,0,50,1,0,274098,172.29
neo-hm,null,0,60,1,0,278785.1,204.884
neo-hm,null,0,70,1,0,278002,240.977
neo-hm,null,0,80,1,0,284962.4,269.704
neo-hm,null,0,90,1,0,290209.6,298.619
neo-hm,ycsb,0,1000,1,0,155225.9,6432.865
neo-hm,null,0,100,1,0,287982.7,335.632
neo-hm,null,0.00001,1000,1,0,276343.7,3605.492
neo-hm,null,0.00005,1000,1,0,275625,3614.232
neo-hm,null,0.0001,1000,1,0,274266.4,3631.865
neo-hm,null,0.0005,1000,1,0,251866.2,3955.96
neo-hm,null,0.001,1000,1,0,239446.1,4161.767
neo-hm,null,0,110,1,0,281167,379.961
neo-hm,null,0,120,1,0,278569.9,419.527
neo-hm,null,0,130,1,0,275775,460.209
neo-hm,null,0,140,1,0,276001.9,496.207
neo-hm,null,0,150,1,0,274960.5,534.413
neo-hm,null,0,160,1,0,276741.3,567.22
neo-hm,null,0,170,1,0,284946.4,585.206
neo-hm,null,0,180,1,0,275906.7,641.359
neo-hm,null,0,190,1,0,287452.3,649.276
neo-hm,null,0,200,1,0,284676.1,690.97
neo-hm,null,0,200,1,0,286381.7,686.755
neo-hm,null,0,250,1,0,272725.2,905.762
neo-hm,null,0,300,1,0,287822,1030.191
neo-hm,null,0,350,1,0,279691.5,1239.605
neo-hm,null,0,400,1,0,281178.9,1410.748
neo-hm,null,0,450,1,0,282044.7,1583.396
neo-hm,null,0,500,1,0,284186.5,1746.866
neo-hm,null,0,500,1,0,270288.5,1838.51
neo-hm,null,0,600,1,0,275464.6,2165.909
neo-hm,null,0,700,1,0,272043.2,2561.129
neo-hm,null,0,800,1,0,281653.8,2826.862
neo-hm,null,0,900,1,0,278454.6,3218.658
neo-hm,null,0,1000,1,0,271903.3,3664.524
